x,y,MIN_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION_FLAG,LOCAL_DAY,COOLING_DEGREE_DAYS,DIRECTION_MAX_GUST_FLAG,TOTAL_RAIN,MEAN_TEMPERATURE_FLAG,TOTAL_SNOW_FLAG,HEATING_DEGREE_DAYS_FLAG,LOCAL_YEAR,TOTAL_SNOW,ID,MAX_TEMPERATURE,SNOW_ON_GROUND,HEATING_DEGREE_DAYS,LOCAL_DATE,SPEED_MAX_GUST,MAX_TEMPERATURE_FLAG,MIN_TEMPERATURE_FLAG,SPEED_MAX_GUST_FLAG,PROVINCE_CODE,MIN_REL_HUMIDITY,MAX_REL_HUMIDITY,COOLING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST,TOTAL_RAIN_FLAG,MIN_TEMPERATURE,MAX_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION,SNOW_ON_GROUND_FLAG,LOCAL_MONTH,CLIMATE_IDENTIFIER,MEAN_TEMPERATURE,STATION_NAME
-128.11222444444445,52.185000555555554,,,12,0,,0.4,,,,2019,0,1062544.2019.10.12,14.5,0,6.7,2019-10-12 00:00:00,,,,,BC,,,,,,8,,0.4,,10,1062544,11.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,25,0,,0,,,,2021,0,1062544.2021.3.25,9.5,0,12.2,2021-03-25 00:00:00,,,,,BC,,,,,,2,,0,,3,1062544,5.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,29,0,,10.4,,,,2014,0,1062544.2014.3.29,10.5,0,11,2014-03-29 00:00:00,,,,,BC,,,,,,3.5,,10.4,,3,1062544,7,DRYAD POINT
-128.11222444444445,52.185000555555554,,,2,0,,4.8,,,,2021,0,1062544.2021.4.2,7,0,13.2,2021-04-02 00:00:00,,,,,BC,,,,,,2.5,,4.8,,4,1062544,4.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,25,0,,16.8,,,,2020,0,1062544.2020.6.25,17.5,0,3.2,2020-06-25 00:00:00,,,,,BC,,,,,,12,,16.8,,6,1062544,14.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,2,0,,8.2,,T,,2022,0,1062544.2022.1.2,7,0,12.7,2022-01-02 00:00:00,,,,,BC,,,,,,3.5,,8.2,,1,1062544,5.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,15,0,,0.8,,,,2022,0,1062544.2022.2.15,6.5,0,14,2022-02-15 00:00:00,,,,,BC,,,,,,1.5,,0.8,,2,1062544,4,DRYAD POINT
-128.11222444444445,52.185000555555554,,,13,0,,14.6,,,,2023,0,1062544.2023.12.13,6.5,0,13.5,2023-12-13 00:00:00,,,,,BC,,,,,,2.5,,14.6,,12,1062544,4.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,13,0,,5.6,,,,2019,0,1062544.2019.5.13,16,0,7,2019-05-13 00:00:00,,,,,BC,,,,,,6,,5.6,,5,1062544,11,DRYAD POINT
-128.11222444444445,52.185000555555554,,,11,0,,16.4,,,,2016,0,1062544.2016.2.11,10,0,10,2016-02-11 00:00:00,,,,,BC,,,,,,6,,16.4,,2,1062544,8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,6,0,,0,,,,2022,0,1062544.2022.8.6,22,0,0.7,2022-08-06 00:00:00,,,,,BC,,,,,,12.5,,0,,8,1062544,17.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,7,0,,2,,,,2014,0,1062544.2014.8.7,20,0,2,2014-08-07 00:00:00,,,,,BC,,,,,,12,,2,,8,1062544,16,DRYAD POINT
-128.11222444444445,52.185000555555554,,,28,0,,0.2,,,,2017,0,1062544.2017.8.28,21.5,0,0.2,2017-08-28 00:00:00,,,,,BC,,,,,,14,,0.2,,8,1062544,17.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,5,0,,0,,,,2016,0,1062544.2016.5.5,18.5,0,6,2016-05-05 00:00:00,,,,,BC,,,,,,5.5,,0,,5,1062544,12,DRYAD POINT
-128.11222444444445,52.185000555555554,,,4,0,,5,,,,2021,0,1062544.2021.9.4,19,0,1,2021-09-04 00:00:00,,,,,BC,,,,,,15,,5,,9,1062544,17,DRYAD POINT
-128.11222444444445,52.185000555555554,,,25,0,,4.6,,,,2020,0,1062544.2020.11.25,7.5,0,12,2020-11-25 00:00:00,,,,,BC,,,,,,4.5,,4.6,,11,1062544,6,DRYAD POINT
-128.11222444444445,52.185000555555554,,,12,0,,8.6,,,,2015,0,1062544.2015.4.12,9,0,12,2015-04-12 00:00:00,,,,,BC,,,,,,3,,8.6,,4,1062544,6,DRYAD POINT
-128.11222444444445,52.185000555555554,,,14,0,,21.4,,,,2013,0,1062544.2013.5.14,12,0,7.5,2013-05-14 00:00:00,,,,,BC,,,,,,9,,21.4,,5,1062544,10.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,22,0,,0,,,,2022,0,1062544.2022.2.22,3,0,18.3,2022-02-22 00:00:00,,,,,BC,,,,,,-3.5,,0,,2,1062544,-0.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,10,0,,0,,,,2017,0,1062544.2017.6.10,18.5,0,4.2,2017-06-10 00:00:00,,,,,BC,,,,,,9,,0,,6,1062544,13.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,15,0,,8.2,,,,2020,0,1062544.2020.2.15,9.5,0,11.2,2020-02-15 00:00:00,,,,,BC,,,,,,4,,8.2,,2,1062544,6.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,14,0,,39.6,,,,2020,0,1062544.2020.8.14,17,0,2.5,2020-08-14 00:00:00,,,,,BC,,,,,,14,,39.6,,8,1062544,15.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,14,0,,0,,,,2016,0,1062544.2016.12.14,2,0,19,2016-12-14 00:00:00,,,,,BC,,,,,,-4,,0,,12,1062544,-1,DRYAD POINT
-128.11222444444445,52.185000555555554,,,8,0,,1.2,,,,2013,0,1062544.2013.7.8,22,0,1.2,2013-07-08 00:00:00,,,,,BC,,,,,,11.5,,1.2,,7,1062544,16.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,17,0,,2,,,,2020,0,1062544.2020.7.17,20,0,2,2020-07-17 00:00:00,,,,,BC,,,,,,12,,2,,7,1062544,16,DRYAD POINT
-128.11222444444445,52.185000555555554,,,13,0,,0,,,,2014,0,1062544.2014.9.13,20,0,3.5,2014-09-13 00:00:00,,,,,BC,,,,,,9,,0,,9,1062544,14.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,10,0,,3,,,,2019,0,1062544.2019.4.10,10.5,0,10,2019-04-10 00:00:00,,,,,BC,,,,,,5.5,,3,,4,1062544,8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,30,0,,2.4,,,,2023,0,1062544.2023.4.30,12,0,8.2,2023-04-30 00:00:00,,,,,BC,,,,,,7.5,,2.4,,4,1062544,9.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,6,0,,19.4,,T,,2021,0,1062544.2021.4.6,8,0,11.5,2021-04-06 00:00:00,,,,,BC,,,,,,5,,19.4,,4,1062544,6.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,13,0,,2.8,,,,2017,0,1062544.2017.1.13,5.5,0,14.2,2017-01-13 00:00:00,,,,,BC,,,,,,2,,2.8,,1,1062544,3.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,22,0,,72,,,,2019,0,1062544.2019.11.22,11,0,8.5,2019-11-22 00:00:00,,,,,BC,,,,,,8,,72,,11,1062544,9.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,1,0,,6.6,,,,2021,0,1062544.2021.12.1,9,0,11.5,2021-12-01 00:00:00,,,,,BC,,,,,,4,,6.6,,12,1062544,6.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,28,0,,2.4,,,,2019,0,1062544.2019.6.28,16,0,3.5,2019-06-28 00:00:00,,,,,BC,,,,,,13,,2.4,,6,1062544,14.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,5,0,,2.8,,,,2022,0,1062544.2022.2.5,11,0,10.2,2022-02-05 00:00:00,,,,,BC,,,,,,4.5,,2.8,,2,1062544,7.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,26,0,,14,,,,2018,0,1062544.2018.2.26,5,0,15.2,2018-02-26 00:00:00,,,,,BC,,,,,,0.5,,14,,2,1062544,2.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,3,1.8,,0.2,,,,2017,0,1062544.2017.9.3,25.5,0,0,2017-09-03 00:00:00,,,,,BC,,,,,,14,,0.2,,9,1062544,19.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,26,0,,0.8,,,,2018,0,1062544.2018.8.26,19,0,2.2,2018-08-26 00:00:00,,,,,BC,,,,,,12.5,,0.8,,8,1062544,15.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,13,0,,17.2,,T,,2023,0,1062544.2023.3.13,4.5,5,15.5,2023-03-13 00:00:00,,,,,BC,,,,,,0.5,,17.2,,3,1062544,2.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,30,0,,3.4,,,,2023,0,1062544.2023.11.30,6,0,12.7,2023-11-30 00:00:00,,,,,BC,,,,,,4.5,,3.4,,11,1062544,5.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,T,29,0,,0,,,,2016,0,1062544.2016.9.29,15.5,0,6.2,2016-09-29 00:00:00,,,,,BC,,,,,T,8,,0,,9,1062544,11.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,1,0,,21.4,,,,2020,0,1062544.2020.3.1,6.5,0,13.7,2020-03-01 00:00:00,,,,,BC,,,,,,2,,21.4,,3,1062544,4.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,18,0,,1,,,,2023,0,1062544.2023.7.18,19.5,0,1.2,2023-07-18 00:00:00,,,,,BC,,,,,,14,,1,,7,1062544,16.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,25,0,,54.4,,,,2013,0,1062544.2013.12.25,9,0,11.5,2013-12-25 00:00:00,,,,,BC,,,,,,4,,54.4,,12,1062544,6.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,1,0,,1.8,,,,2015,0,1062544.2015.10.1,16.5,0,4.2,2015-10-01 00:00:00,,,,,BC,,,,,,11,,1.8,,10,1062544,13.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,11,0,,3.2,,,,2020,0,1062544.2020.3.11,9,0,12.5,2020-03-11 00:00:00,,,,,BC,,,,,,2,,3.2,,3,1062544,5.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,10,0,,14.8,,,,2016,0,1062544.2016.3.10,9,0,10.7,2016-03-10 00:00:00,,,,,BC,,,,,,5.5,,14.8,,3,1062544,7.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,2,0,,0,,,,2022,0,1062544.2022.9.2,18.5,0,1.7,2022-09-02 00:00:00,,,,,BC,,,,,,14,,0,,9,1062544,16.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,3,0,,6.4,,,,2020,0,1062544.2020.9.3,16,0,3.2,2020-09-03 00:00:00,,,,,BC,,,,,,13.5,,6.4,,9,1062544,14.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,13,0,,8.4,,,,2021,0,1062544.2021.6.13,20.5,0,2,2021-06-13 00:00:00,,,,,BC,,,,,,11.5,,8.4,,6,1062544,16,DRYAD POINT
-128.11222444444445,52.185000555555554,,,7,0,,5,,,,2017,0,1062544.2017.4.7,10,0,11.7,2017-04-07 00:00:00,,,,,BC,,,,,,2.5,,5,,4,1062544,6.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,24,0,,0,,,,2022,0,1062544.2022.6.24,21,0,2.5,2022-06-24 00:00:00,,,,,BC,,,,,,10,,0,,6,1062544,15.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,8,0,,0,,,,2017,1,1062544.2017.2.8,3.5,0,17.7,2017-02-08 00:00:00,,,,,BC,,,,,,-3,,1,,2,1062544,0.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,18,0,,0.4,,,,2020,0,1062544.2020.9.18,17,0,2.5,2020-09-18 00:00:00,,,,,BC,,,,,,14,,0.4,,9,1062544,15.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,13,0,,15.2,,,,2023,0,1062544.2023.11.13,8,0,11.5,2023-11-13 00:00:00,,,,,BC,,,,,,5,,15.2,,11,1062544,6.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,27,0,,0,,,,2015,0,1062544.2015.2.27,10.5,0,10.2,2015-02-27 00:00:00,,,,,BC,,,,,,5,,0,,2,1062544,7.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,15,0,,6.8,,,,2017,0,1062544.2017.12.15,8,0,11.5,2017-12-15 00:00:00,,,,,BC,,,,,,5,,6.8,,12,1062544,6.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,12,0,,7,,,,2017,0,1062544.2017.5.12,13,0,8,2017-05-12 00:00:00,,,,,BC,,,,,,7,,7,,5,1062544,10,DRYAD POINT
-128.11222444444445,52.185000555555554,,T,20,0,,0,,,,2021,0,1062544.2021.1.20,4,0,15.5,2021-01-20 00:00:00,,,,,BC,,,,,T,1,,0,,1,1062544,2.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,27,0,,3.2,,,,2022,0,1062544.2022.11.27,4.5,0,15,2022-11-27 00:00:00,,,,,BC,,,,,,1.5,,3.2,,11,1062544,3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,25,0,,40,,,,2015,0,1062544.2015.3.25,11.5,0,8.7,2015-03-25 00:00:00,,,,,BC,,,,,,7,,40,,3,1062544,9.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,6,0,,0,,,,2013,0,1062544.2013.8.6,20,0,1.7,2013-08-06 00:00:00,,,,,BC,,,,,,12.5,,0,,8,1062544,16.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,T,23,0,,0,,,,2018,0,1062544.2018.3.23,11,0,12.2,2018-03-23 00:00:00,,,,,BC,,,,,T,0.5,,0,,3,1062544,5.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,7,0,,13.4,,,,2017,0,1062544.2017.5.7,12,0,9.5,2017-05-07 00:00:00,,,,,BC,,,,,,5,,13.4,,5,1062544,8.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,19,0,,5.4,,,,2022,0,1062544.2022.4.19,9.5,0,11.7,2022-04-19 00:00:00,,,,,BC,,,,,,3,,5.4,,4,1062544,6.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,6,0,,10.2,,,,2017,0,1062544.2017.10.6,15,0,5,2017-10-06 00:00:00,,,,,BC,,,,,,11,,10.2,,10,1062544,13,DRYAD POINT
-128.11222444444445,52.185000555555554,,,18,0,,3,,,,2020,0,1062544.2020.11.18,6.5,0,12.5,2020-11-18 00:00:00,,,,,BC,,,,,,4.5,,3,,11,1062544,5.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,12,0,,5.4,,,,2023,17,1062544.2023.3.12,3,0,16.2,2023-03-12 00:00:00,,,,,BC,,,,,,0.5,,22.4,,3,1062544,1.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,28,0,,0,,,,2021,0,1062544.2021.12.28,-1,8,22,2021-12-28 00:00:00,,,,,BC,,,,,,-7,,0,,12,1062544,-4,DRYAD POINT
-128.11222444444445,52.185000555555554,,,16,0,,0.4,,,,2020,0,1062544.2020.7.16,16,0,3.5,2020-07-16 00:00:00,,,,,BC,,,,,,13,,0.4,,7,1062544,14.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,30,0,,0.2,,,,2014,0,1062544.2014.9.30,15.5,0,4.7,2014-09-30 00:00:00,,,,,BC,,,,,,11,,0.2,,9,1062544,13.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,T,4,0,,0,,,,2016,0,1062544.2016.10.4,15.5,0,5.2,2016-10-04 00:00:00,,,,,BC,,,,,T,10,,0,,10,1062544,12.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,7,0,,3.4,,,,2021,0,1062544.2021.6.7,17,0,6,2021-06-07 00:00:00,,,,,BC,,,,,,7,,3.4,,6,1062544,12,DRYAD POINT
-128.11222444444445,52.185000555555554,,,31,0,,4.2,,,,2022,0,1062544.2022.12.31,6,0,13.2,2022-12-31 00:00:00,,,,,BC,,,,,,3.5,,4.2,,12,1062544,4.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,7,0,,16.8,,,,2016,0,1062544.2016.9.7,16,0,3.5,2016-09-07 00:00:00,,,,,BC,,,,,,13,,16.8,,9,1062544,14.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,10,7,,0.2,,,,2022,0,1062544.2022.8.10,35.5,0,0,2022-08-10 00:00:00,,,,,BC,,,,,,14.5,,0.2,,8,1062544,25,DRYAD POINT
-128.11222444444445,52.185000555555554,,,14,0,,0.2,,,,2020,0,1062544.2020.9.14,18.5,0,2.2,2020-09-14 00:00:00,,,,,BC,,,,,,13,,0.2,,9,1062544,15.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,28,0,,0,,,,2017,0,1062544.2017.5.28,19.5,0,2.7,2017-05-28 00:00:00,,,,,BC,,,,,,11,,0,,5,1062544,15.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,31,0,,3.8,,,,2017,0,1062544.2017.8.31,18.5,0,2.7,2017-08-31 00:00:00,,,,,BC,,,,,,12,,3.8,,8,1062544,15.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,3,0,,2.2,,,,2018,0,1062544.2018.8.3,20,0,0.7,2018-08-03 00:00:00,,,,,BC,,,,,,14.5,,2.2,,8,1062544,17.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,5,0,,19,,T,,2022,0,1062544.2022.11.5,6,0,14,2022-11-05 00:00:00,,,,,BC,,,,,,2,,19,,11,1062544,4,DRYAD POINT
-128.11222444444445,52.185000555555554,,,29,0,,12.4,,,,2020,0,1062544.2020.4.29,11.5,0,8.2,2020-04-29 00:00:00,,,,,BC,,,,,,8,,12.4,,4,1062544,9.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,23,0,,16.8,,,,2016,0,1062544.2016.3.23,9.5,0,10,2016-03-23 00:00:00,,,,,BC,,,,,,6.5,,16.8,,3,1062544,8,DRYAD POINT
-128.11222444444445,52.185000555555554,,T,13,0,,0,,,,2015,0,1062544.2015.9.13,18,0,4,2015-09-13 00:00:00,,,,,BC,,,,,T,10,,0,,9,1062544,14,DRYAD POINT
-128.11222444444445,52.185000555555554,,,25,0,,11.2,,,,2013,0,1062544.2013.3.25,8.5,0,11,2013-03-25 00:00:00,,,,,BC,,,,,,5.5,,11.2,,3,1062544,7,DRYAD POINT
-128.11222444444445,52.185000555555554,,,16,0,,0,,,,2023,0,1062544.2023.5.16,19,0,2.5,2023-05-16 00:00:00,,,,,BC,,,,,,12,,0,,5,1062544,15.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,30,0,,6.6,,,,2013,0,1062544.2013.10.30,11,0,8.5,2013-10-30 00:00:00,,,,,BC,,,,,,8,,6.6,,10,1062544,9.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,6,0,,0.8,,,,2018,0,1062544.2018.3.6,7.5,0,13.5,2018-03-06 00:00:00,,,,,BC,,,,,,1.5,,0.8,,3,1062544,4.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,T,2,0,,0,,,,2013,0,1062544.2013.11.2,10.5,0,11,2013-11-02 00:00:00,,,,,BC,,,,,T,3.5,,0,,11,1062544,7,DRYAD POINT
-128.11222444444445,52.185000555555554,,,13,0,,19.2,,,,2017,0,1062544.2017.2.13,11.5,0,9.2,2017-02-13 00:00:00,,,,,BC,,,,,,6,,19.2,,2,1062544,8.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,16,0,,0,,,,2020,0,1062544.2020.4.16,16.5,0,5.7,2020-04-16 00:00:00,,,,,BC,,,,,,8,,0,,4,1062544,12.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,T,9,0,,0,,,,2014,0,1062544.2014.8.9,22.5,0,0,2014-08-09 00:00:00,,,,,BC,,,,,T,13.5,,0,,8,1062544,18,DRYAD POINT
-128.11222444444445,52.185000555555554,,,15,0,,6.2,,,,2015,0,1062544.2015.7.15,19.5,0,2,2015-07-15 00:00:00,,,,,BC,,,,,,12.5,,6.2,,7,1062544,16,DRYAD POINT
-128.11222444444445,52.185000555555554,,,13,0,,30,,,,2018,0,1062544.2018.11.13,12,0,9,2018-11-13 00:00:00,,,,,BC,,,,,,6,,30,,11,1062544,9,DRYAD POINT
-128.11222444444445,52.185000555555554,,,18,0,,28.4,,,,2015,0,1062544.2015.2.18,10.5,0,10,2015-02-18 00:00:00,,,,,BC,,,,,,5.5,,28.4,,2,1062544,8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,3,0,,11,,,,2019,0,1062544.2019.6.3,13.5,0,6.5,2019-06-03 00:00:00,,,,,BC,,,,,,9.5,,11,,6,1062544,11.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,10,0,,3.4,,,,2016,0,1062544.2016.7.10,15,0,4,2016-07-10 00:00:00,,,,,BC,,,,,,13,,3.4,,7,1062544,14,DRYAD POINT
-128.11222444444445,52.185000555555554,,,2,0,,0,,,,2013,0,1062544.2013.7.2,20,0,1.5,2013-07-02 00:00:00,,,,,BC,,,,,,13,,0,,7,1062544,16.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,15,0,,14.4,,,,2022,0,1062544.2022.7.15,15,0,4,2022-07-15 00:00:00,,,,,BC,,,,,,13,,14.4,,7,1062544,14,DRYAD POINT
-128.11222444444445,52.185000555555554,,T,11,0,,0,,,,2020,0,1062544.2020.9.11,23,0,0.2,2020-09-11 00:00:00,,,,,BC,,,,,T,12.5,,0,,9,1062544,17.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,14,0,,0,,,,2016,0,1062544.2016.8.14,21,0,0.2,2016-08-14 00:00:00,,,,,BC,,,,,,14.5,,0,,8,1062544,17.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,9,0.3,,0,,,,2020,0,1062544.2020.5.9,25.5,0,0,2020-05-09 00:00:00,,,,,BC,,,,,,11,,0,,5,1062544,18.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,20,0,,6,,,,2015,0,1062544.2015.9.20,16,0,5,2015-09-20 00:00:00,,,,,BC,,,,,,10,,6,,9,1062544,13,DRYAD POINT
-128.11222444444445,52.185000555555554,,,8,0,,11.4,,,,2013,0,1062544.2013.11.8,8.5,0,10.5,2013-11-08 00:00:00,,,,,BC,,,,,,6.5,,11.4,,11,1062544,7.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,5,0,,15.6,,,,2016,0,1062544.2016.11.5,14,0,6.7,2016-11-05 00:00:00,,,,,BC,,,,,,8.5,,15.6,,11,1062544,11.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,T,17,0,,0,,,,2014,0,1062544.2014.12.17,6.5,0,12.7,2014-12-17 00:00:00,,,,,BC,,,,,T,4,,0,,12,1062544,5.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,25,0,,0.2,,,,2013,0,1062544.2013.2.25,9,0,13.2,2013-02-25 00:00:00,,,,,BC,,,,,,0.5,,0.2,,2,1062544,4.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,30,0,,0,,,,2016,0,1062544.2016.4.30,13,0,9,2016-04-30 00:00:00,,,,,BC,,,,,,5,,0,,4,1062544,9,DRYAD POINT
-128.11222444444445,52.185000555555554,,,27,0,,0.2,,,,2020,0,1062544.2020.6.27,17.5,0,2.7,2020-06-27 00:00:00,,,,,BC,,,,,,13,,0.2,,6,1062544,15.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,13,0,,4.4,,,,2015,0,1062544.2015.4.13,9.5,0,10.2,2015-04-13 00:00:00,,,,,BC,,,,,,6,,4.4,,4,1062544,7.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,6,0,,19.4,,,,2020,0,1062544.2020.8.6,16,0,3.5,2020-08-06 00:00:00,,,,,BC,,,,,,13,,19.4,,8,1062544,14.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,3,0,,4.4,,,,2019,0,1062544.2019.11.3,12,0,8.5,2019-11-03 00:00:00,,,,,BC,,,,,,7,,4.4,,11,1062544,9.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,8,0,,65.8,,,,2016,0,1062544.2016.11.8,12,0,7.7,2016-11-08 00:00:00,,,,,BC,,,,,,8.5,,65.8,,11,1062544,10.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,7,0,,0,,,,2013,0,1062544.2013.3.7,11,0,12.2,2013-03-07 00:00:00,,,,,BC,,,,,,0.5,,0,,3,1062544,5.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,6,1,,0,,,,2018,0,1062544.2018.8.6,24,0,0,2018-08-06 00:00:00,,,,,BC,,,,,,14,,0,,8,1062544,19,DRYAD POINT
-128.11222444444445,52.185000555555554,,,26,0,,0.4,,,,2015,0,1062544.2015.7.26,18.5,0,2.7,2015-07-26 00:00:00,,,,,BC,,,,,,12,,0.4,,7,1062544,15.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,9,0,,6.6,,,,2019,0,1062544.2019.7.9,20.5,0,1.5,2019-07-09 00:00:00,,,,,BC,,,,,,12.5,,6.6,,7,1062544,16.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,22,0,,0,,,,2013,0,1062544.2013.4.22,13.5,0,9.7,2013-04-22 00:00:00,,,,,BC,,,,,,3,,0,,4,1062544,8.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,22,0,,8,,,,2018,0,1062544.2018.12.22,8.5,0,12.2,2018-12-22 00:00:00,,,,,BC,,,,,,3,,8,,12,1062544,5.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,7,0,,0.4,,,,2021,0,1062544.2021.9.7,16.5,0,3.2,2021-09-07 00:00:00,,,,,BC,,,,,,13,,0.4,,9,1062544,14.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,21,0,,17.8,,,,2014,0,1062544.2014.7.21,13.5,0,5.2,2014-07-21 00:00:00,,,,,BC,,,,,,12,,17.8,,7,1062544,12.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,16,0,,5.8,,T,,2014,0,1062544.2014.2.16,5.5,0,15,2014-02-16 00:00:00,,,,,BC,,,,,,0.5,,5.8,T,2,1062544,3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,4,0,,6.8,,,,2018,0,1062544.2018.11.4,11.5,0,8,2018-11-04 00:00:00,,,,,BC,,,,,,8.5,,6.8,,11,1062544,10,DRYAD POINT
-128.11222444444445,52.185000555555554,,,23,0,,0,,,,2021,0,1062544.2021.5.23,18,0,4.7,2021-05-23 00:00:00,,,,,BC,,,,,,8.5,,0,,5,1062544,13.3,DRYAD POINT
-128.11222444444445,52.185000555555554,,,16,0,,0,,,,2019,0,1062544.2019.2.16,2.5,1,17.2,2019-02-16 00:00:00,,,,,BC,,,,,,-1,,0,,2,1062544,0.8,DRYAD POINT
-128.11222444444445,52.185000555555554,,,18,0,,41,,,,2014,0,1062544.2014.10.18,14,0,5.5,2014-10-18 00:00:00,,,,,BC,,,,,,11,,41,,10,1062544,12.5,DRYAD POINT
-128.11222444444445,52.185000555555554,,,16,0,,4.8,,,,2020,0,1062544.2020.5.16,14.5,0,5.7,2020-05-16 00:00:00,,,,,BC,,,,,,10,,4.8,,5,1062544,12.3,DRYAD POINT
